BezNr;BSN;Schulname;StNr;BauwerkNr;MaßnahmeNr;Leistungsart;Standardleistung;Prio;Menge;Einheit;Mengenfaktor;Preisfaktor;Gesamtkosten;Finanzierung;Ignorieren;Bemerkung SenBJW;Unterpriorisierung durch FM Bau BA MarzHell für Maßnahmenumsetzung
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-008;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;115;Stk;0,173913043478261;1;200.000,00 €;;FALSCH;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-A;10G29-01-A-009;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);2;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-HOF;10G29-01-HOF-013;Schulhofsanierung;Schulhof 75% verschlissen;2;14787;m²;1;0,99998422;2.218.015,00 €;;FALSCH;"./. MEB erfolgt; ./. SH neu";
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-007;Barrierefreiheit schaffen;Aufzugsanlage einbauen;2;2;Stk;1;1,14285714285714;400.000,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-009;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);2;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-014;Sanitärsanierung;Sanitärbereich;2;144,64;m²;1;1;318.208,00 €;;FALSCH;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-HOF;10G32-01-HOF-008;Schulhofsanierung;Schulhof 50% verschlissen;2;9143;m²;1;1;1.371.450,00 €;;FALSCH;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-SPORT;10G32-01-SPORT-007;Sportplatzsanierung;Sportplatz 75% verschlissen;2;1966;m²;1;1;334.220,00 €;;FALSCH;;
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-HOF;10K01-01-HOF-008;Schulhofsanierung;Schulhof 90% verschlissen;2;25017;m²;1;1;3.752.550,00 €;;FALSCH;;
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-SPORT;10K01-01-SPORT-007;Sportplatzsanierung;Sportplatz 50% verschlissen;2;15034;m²;1;1;2.555.780,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-01;10K02-01-F;10K02-01-F-027;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;2;2;Stk;1;1;4.200.000,00 €;;FALSCH;SIWA?;
10;10K02;Ernst-Haeckel-Schule;10K02-01;10K02-01-HOF;10K02-01-HOF-029;Schulhofsanierung;Schulhof 90% verschlissen;2;14602;m²;1;1;2.190.300,00 €;;FALSCH;;
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-B;10K03-01-B-011;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;2;1;Stk;1;1;1.800.000,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-B;10K05-01-B-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);2;601,5;m²;0,2;1;84.210,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-B;10K05-01-B-006;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;2;2;Stk;0,5;1;200.000,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-B;10K05-01-B-007;Raumsanierung;Oberschulraum;2;4156,36;m²;1;1;2.805.543,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-HOF;10K05-01-HOF-011;Schulhofsanierung;Schulhof 90% verschlissen;2;12605;m²;1;1;1.890.750,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-SPORT;10K05-01-SPORT-010;Sportplatzsanierung;Sportplatz 75% verschlissen;2;2598;m²;1;1;441.660,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-009;Barrierefreiheit schaffen;Rampe errichten;2;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-010;Barrierefreiheit schaffen;Eingangsbereiche umbauen;2;1;Stk;1;1;50.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-014;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;2;2;Stk;0,5;1;150.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-HOF;10K06-01-HOF-020;Schulhofsanierung;Schulhof 90% verschlissen;2;5741;m²;1;1;861.150,00 €;;FALSCH;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-A;10K07-01-A-003;Barrierefreiheit schaffen;Aufzugsanlage einbauen;2;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-A;10K07-01-A-004;Barrierefreiheit schaffen;Rampe errichten;2;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-A;10K07-01-A-005;Barrierefreiheit schaffen;Eingangsbereiche umbauen;2;1;Stk;1;1;50.000,00 €;;FALSCH;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-A;10K07-01-A-006;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);2;146;Stk;0,136986301369863;1;200.000,00 €;;FALSCH;;
10;10K07;Caspar-David-Friedrich-Schule;10K07-01;10K07-01-A;10K07-01-A-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);2;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10K10;Wolfgang-Amadeus-Mozart-Schule (Gemeinschaftsschule);10K10-01;10K10-01-C;10K10-01-C-014;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;2;2;Stk;0,5;1;1.800.000,00 €;;FALSCH;;
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-HOF;10K11-01-HOF-016;Schulhofsanierung;Schulhof 90% verschlissen;2;14179;m²;1;1;2.126.850,00 €;;FALSCH;;
10;10K11;Marcana-Schule (Gemeinschaftsschule);10K11-01;10K11-01-SPORT;10K11-01-SPORT-014;Sportplatzsanierung;Sportplatz 90% verschlissen;2;1831;m²;1;1;311.270,00 €;;FALSCH;;
10;10Y02;Otto-Nagel-Gymnasium;10Y02-01;10Y02-01-HOF;10Y02-01-HOF-016;Schulhofsanierung;Schulhof 90% verschlissen;2;12039;m²;1;1;1.805.850,00 €;;FALSCH;;
10;10Y02;Otto-Nagel-Gymnasium;10Y02-02;10Y02-02-A;10Y02-02-A-013;Sanitärsanierung;Sanitärbereich;2;187,24;m²;1;1;0,00 €;F;WAHR;I-Maßnahme;
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-SPORT;10G18-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;2;214;m²;1;1;36.380,00 €;;FALSCH;;
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-SPORT;10G25-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;2;603;m²;1;1;102.510,00 €;;FALSCH;;
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-SPORT;10G29-01-SPORT;Sportplatzsanierung;Sportplatz 75% verschlissen;2;368;m²;1;1;62.560,00 €;;FALSCH;;
10;10A04;Victor-Klemperer-Kolleg;10A04-01;10A04-01-HOF;10A04-01-HOF-001;Schulhofsanierung;Schulhof 90% verschlissen;3;7820;m²;1;1;1.173.000,00 €;;FALSCH;;
10;10G01;Paavo-Nurmi-Grundschule;10G01-01;10G01-01-HOF;10G01-01-HOF-018;Schulhofsanierung;Schulhof 50% verschlissen;3;13828;m²;1;1;2.074.200,00 €;;FALSCH;Prio geändert auf 3;
10;10G01;Paavo-Nurmi-Grundschule;10G01-01;10G01-01-SPORT;10G01-01-SPORT-001;Sportplatzsanierung;Sportplatz 75% verschlissen;3;1546;m²;1;1;262.820,00 €;;FALSCH;;
10;10G03;Selma-Lagerlöf-Grundschule;10G03-01;10G03-01-HOF;10G03-01-HOF-007;Schulhofsanierung;Schulhof 75% verschlissen;3;10053;m²;1;1,04456381179;1.575.150,00 €;;FALSCH;;
10;10G03;Selma-Lagerlöf-Grundschule;10G03-01;10G03-01-SPORT;10G03-01-SPORT-006;Sportplatzsanierung;Sportplatz 75% verschlissen;3;1290;m²;1;1;219.300,00 €;;FALSCH;;
10;10G05;Ebereschen-Grundschule;10G05-01;10G05-01-B;10G05-01-B-009;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;3;0,7;Stk;1;1;1.260.000,00 €;;FALSCH;;
10;10G05;Ebereschen-Grundschule;10G05-01;10G05-01-HOF;10G05-01-HOF-011;Schulhofsanierung;Schulhof 75% verschlissen;3;11436;m²;1;1;1.715.400,00 €;;FALSCH;;
10;10G05;Ebereschen-Grundschule;10G05-01;10G05-01-SPORT;10G05-01-SPORT-010;Sportplatzsanierung;Sportplatz 90% verschlissen;3;1177;m²;1;1;200.090,00 €;;FALSCH;;
10;10G06;Bruno-Bettelheim-Grundschule (Gemeinschaftsschule);10G06-01;10G06-01-HOF;10G06-01-HOF-002;Schulhofsanierung;Schulhof 75% verschlissen;3;8269;m²;1;1;1.240.350,00 €;;FALSCH;./. MEB erfolgt;
10;10G06;Bruno-Bettelheim-Grundschule (Gemeinschaftsschule);10G06-01;10G06-01-SPORT;10G06-01-SPORT-001;Sportplatzsanierung;Sportplatz 50% verschlissen;3;1822;m²;1;1;309.740,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-001;Fassade sanieren;Fassade (einfach);3;1617,7;m²;1;1;242.655,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-003;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-004;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;118;Stk;0,169491525423729;1;200.000,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-005;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;1;Stk;4;1;100.000,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-006;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;2;Stk;1;1;400.000,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-007;Sanitärsanierung;Sanitärbereich;3;80;m²;1;1;176.000,00 €;;FALSCH;;
10;10G08;Wilhelm-Busch-Grundschule;10G08-02;10G08-02-A;10G08-02-A-010;Dach sanieren;Flachdach;3;365;m²;1;1;54.750,00 €;;FALSCH;geändert (rw);
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-A;10G14-01-A-001;Fassade sanieren;Fassade (einfach);3;1877,63;m²;1;1;281.644,50 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-A;10G14-01-A-004;Dach sanieren;Flachdach;3;804,48;m²;1;1;120.672,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-A;10G14-01-A-007;Raumsanierung;Grundschulraum;3;3961,76;m²;0,25;1;346.654,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-A;10G14-01-A-009;Sanitärsanierung;Sanitärbereich;3;165,7;m²;1;1;364.540,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-C;10G14-01-C-002;Fassade sanieren;Fassade (einfach);3;1782,43;m²;1;1;267.364,50 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-C;10G14-01-C-005;Dach sanieren;Flachdach;3;801,16;m²;1;1;120.174,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-C;10G14-01-C-008;Raumsanierung;Grundschulraum;3;3943,31;m²;0,250000633985155;1;345.040,50 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-C;10G14-01-C-010;Sanitärsanierung;Sanitärbereich;3;165,7;m²;1;1;364.540,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-E;10G14-01-E-003;Fassade sanieren;Fassade (einfach);3;248;m²;1;1;37.200,00 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-E;10G14-01-E-006;Dach sanieren;Flachdach;3;484,61;m²;1;1;72.691,50 €;;FALSCH;;
10;10G14;Grundschule unter dem Regenbogen;10G14-01;10G14-01-E;10G14-01-E-011;Sanitärsanierung;Sanitärbereich;3;9,42;m²;1;1;20.724,00 €;;FALSCH;;
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-A;10G26-01-A-005;Sanitärsanierung;Sanitärbereich;3;127,69;m²;1;1;280.918,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);3;601,5;m²;1;1;421.050,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-002;Fassade sanieren;Fassade (einfach);3;1900,56;m²;1;1;285.084,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-004;Dach sanieren;Flachdach;3;1113,98;m²;1;1;167.097,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-006;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;1;Stk;20;1;200.000,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-009;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;3;2;Stk;1;1;300.000,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-011;Raumsanierung;Grundschulraum;3;4344,28;m²;1;1;1.520.498,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-A;10G28-01-A-013;Sanitärsanierung;Sanitärbereich;3;119,6;m²;1;1;263.120,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-003;Fassade sanieren;Fassade (einfach);3;1758,8;m²;1;1;263.820,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-005;Dach sanieren;Flachdach;3;1089,5;m²;1;1;163.425,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-007;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;1;Stk;20;1;200.000,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-008;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;1;Stk;4;1;100.000,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-010;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;3;2;Stk;1;1;300.000,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-012;Raumsanierung;Grundschulraum;3;4246,46;m²;0,5;1;743.130,50 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-B;10G28-01-B-014;Sanitärsanierung;Sanitärbereich;3;116,92;m²;1;1;257.224,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-C;10G28-01-C-015;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;3;1;Stk;1;1;2.100.000,00 €;;FALSCH;;
10;10G28;Grundschule am Hollerbusch;10G28-01;10G28-01-HOF;10G28-01-HOF-016;Schulhofsanierung;Schulhof 75% verschlissen;3;13424;m²;1;1;2.013.600,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);3;614,13;m²;1;1;429.891,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-003;Fassade sanieren;Fassade (einfach);3;1769,73;m²;1;1;265.459,50 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-005;Dach sanieren;Steildach;3;1116,78;m²;0,200003581726034;1;78.176,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-008;Barrierefreiheit schaffen;Eingangsbereiche umbauen;3;2;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-010;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;4;Stk;0,5;1;400.000,00 €;;FALSCH;;
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-A;10G30-01-A-012;Raumsanierung;Grundschulraum;3;4715,8;m²;0,5;1;825.265,00 €;;FALSCH;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-A;10G32-01-A-004;Sanitärsanierung;Sanitärbereich;3;137,4;m²;1;1;302.280,00 €;;FALSCH;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-C;10G32-01-C-002;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;1;Stk;1;1;25.000,00 €;;FALSCH;;
10;10G32;Kiekemal-Schule (Grundschule);10G32-01;10G32-01-C;10G32-01-C-005;Sanitärsanierung;Sanitärbereich;3;3,98;m²;1;1;8.756,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-001;Fenster ersetzen;Fenster (Kastenfenster);3;357,53;m²;0,500013984840433;1;160.893,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-003;Fassade sanieren;Fassade (einfach);3;1940,1;m²;0,5;1;145.507,50 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-004;Dach sanieren;Steildach;3;1788,78;m²;0,700002236160959;1;438.252,50 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-006;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;0,857142857142857;150.000,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-007;Barrierefreiheit schaffen;Rampe errichten;3;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-008;Barrierefreiheit schaffen;Eingangsbereiche umbauen;3;2;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-009;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-010;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;2;Stk;0,5;1;200.000,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-012;Raumsanierung;Grundschulraum;3;5085,65;m²;0,8;1;1.423.982,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-014;Sanitärsanierung;Sanitärbereich;3;163,43;m²;1;1;359.546,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-A;10G33-01-A-016;Komplettsanierung Sporthalle(n);Sporthalle 15mx27m;3;1;Stk;0,3;1;330.000,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-HOF;10G33-01-HOF-018;Schulhofsanierung;Schulhof 50% verschlissen;3;8088;m²;1;1;1.213.200,00 €;;FALSCH;;
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-SPORT;10G33-01-SPORT-017;Sportplatzsanierung;Sportplatz 50% verschlissen;3;2278;m²;1;1;387.260,00 €;;FALSCH;;
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-004;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;7;Stk;1;1;175.000,00 €;;FALSCH;;
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-008;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;3;Stk;0,333333333333333;1;200.000,00 €;;FALSCH;;
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-010;Sanitärsanierung;Sanitärbereich;3;204,98;m²;1;1;450.956,00 €;;FALSCH;;
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-B;10G34-01-B-011;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;3;1;Stk;1;1;1.800.000,00 €;;FALSCH;;
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-HOF;10G34-01-HOF-012;Schulhofsanierung;Schulhof 50% verschlissen;3;5545;m²;1;1;831.750,00 €;;FALSCH;;
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-A;10K01-01-A-002;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;6;Stk;2;1;300.000,00 €;;FALSCH;;
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-A;10K01-01-A-004;Sanitärsanierung;Sanitärbereich;3;418,18;m²;1;1;919.996,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);3;635,05;m²;0,4;1;177.814,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-005;Fassade sanieren;Fassade (einfach);3;2246,15;m²;1;1;336.922,50 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-006;Dach sanieren;Flachdach;3;1262,66;m²;1;1;189.399,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-010;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-011;Barrierefreiheit schaffen;Rampe errichten;3;1;Stk;1;1;20.000,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-012;Barrierefreiheit schaffen;Eingangsbereiche umbauen;3;1;Stk;1;1;50.000,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-013;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;179;Stk;0,111731843575419;1;200.000,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-014;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-015;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;3;Stk;1;1;600.000,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-019;Raumsanierung;Oberschulraum;3;4617,61;m²;0,199999566875505;1;623.376,00 €;;FALSCH;;
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-A;10K02-02-A-023;Sanitärsanierung;Sanitärbereich;3;128,22;m²;1;1;282.084,00 €;;FALSCH;;
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-004;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-006;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;118;Stk;0,169491525423729;1;200.000,00 €;;FALSCH;;
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;1;Stk;3;1;75.000,00 €;;FALSCH;;
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-010;Sanitärsanierung;Sanitärbereich;3;80;m²;1;1;176.000,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-A;10K05-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);3;601,5;m²;0,2;1;84.210,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-A;10K05-01-A-005;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;3;2;Stk;0,5;1;200.000,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-B;10K05-01-B-004;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;118;Stk;0,169491525423729;1;200.000,00 €;;FALSCH;;
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-B;10K05-01-B-008;Sanitärsanierung;Sanitärbereich;3;98;m²;1;1;215.600,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-003;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-006;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);3;1;Stk;20;1;200.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-007;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);3;4;Stk;1;1;100.000,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-016;Sanitärsanierung;Sanitärbereich;3;137,26;m²;1;1;301.972,00 €;;FALSCH;;
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-C;10K06-01-C-008;Barrierefreiheit schaffen;Aufzugsanlage einbauen;3;1;Stk;1;0,857142857142857;150.000,00 €;;FALSCH;;
